Reference Year,Facility Name,City,Province,Total Emissions (CO2e)
2014,Mildred Lake and Aurora North Plant Sites,FORT MCMURRAY,Alberta,11991860.79
2014,Mine de Mont-Wright,FERMONT,Quebec,255498.8651
2014,Mississauga Cogeneration Plant,MISSISSAUGA,Ontario,343839.5473
2014,Mississauga Lubricants Centre,MISSISSAUGA,Ontario,411405.8563
2014,Mississauga Cement Plant,MISSISSAUGA,Ontario,993802.9759
2014,Mohawk Street Landfill,BRANTFORD,Ontario,56078.40137
2014,Mosaic Potash Belle Plaine,BELLE PLAINE,Saskatchewan,678117.2123
2014,Muskeg River Cogeneration Plant,FORT MCMURRAY,Alberta,1376002.447
2014,Shell Albian Sands Muskeg River Mine,FORT MCMURRAY,Alberta,503459.5662
2014,Nanticoke Refinery,NANTICOKE,Ontario,1158632.517
2014,Nevis Gas Plant,STETTLER,Alberta,102648.4423
2014,Nipigon Power Plant,NIPIGON,Ontario,93784.01003
2014,Norman Wells Central Processing Facility,NORMAN WELLS,Northwest Territories,89114.32552
2014,North Atlantic Refinery,COME BY CHANCE,Newfoundland and Labrador,952889.3761
2014,Northwood Pulp Mill,PRINCE GEORGE,British Columbia,156206.4434
2014,Corunna Site,CORUNNA,Ontario,1227322.453
2014,Sarnia Site,SARNIA,Ontario,121471.059
2014,St. Clair River Site,CORUNNA,Ontario,61624.70219
2014,NOVA Chemicals Corporation (Joffre),RED DEER,Alberta,2877830.506
2014,Oshawa Car Assembly Plant,OSHAWA,Ontario,113261.2654
2014,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,OTTAWA,Ontario,28093.98892
2014,Usine de Thurso,THURSO,Quebec,65825.53803
2014,Pavilion Plant,CACHE CREEK,British Columbia,122721.5753
2014,Peace River Complex 5-21,PEACE RIVER,Alberta,278924.5936
2014,Peace River Pulp Division,MD OF NORTHERN LIGHTS,Alberta,138768.7413
2014,CEPSA Chimie BÃ©cancour,BÃCANCOUR,Quebec,48378.48
2014,Picton  Plant,PICTON,Ontario,566670.3284
2014,Pikes Peak Gas Battery 01-06-050-23W3,LLOYDMINSTER,Saskatchewan,200688.8556
2014,Pine River Gas Plant,PEACE RIVER DISTRICT,British Columbia,731927.3155
2014,Pipeline-Transmission,PRINCE GEORGE,British Columbia,1020782.596
2014,Point Aconi Generating Station,POINT ACONI,Nova Scotia,1231173.499
2014,Point Tupper Generating Station,PORT HAWKESBURY,Nova Scotia,955390.2304
2014,Poplar River Power Station,CORONACH,Saskatchewan,4638268.201
2014,Port Alberni Division,PORT ALBERNI,British Columbia,29780.99589
2014,Powell River Division,POWELL RIVER,British Columbia,48171.85024
2014,Prentiss Chemical Manufacturing Facility,LACOMBE,Alberta,155244.8029
2014,Prince George Refinery,PRINCE GEORGE,British Columbia,129223.2074
2014,Queen Elizabeth Power Station,SASKATOON,Saskatchewan,673172.6998
2014,Quirk Creek Gas Plant,MILLARVILLE,Alberta,102635.7268
2014,Raffinerie de Montreal,MONTREAL,Quebec,1158857.217
2014,Raffinerie Jean-Gaulin,LÃVIS,Quebec,1305260.19
2014,Mine Raglan,ROUYN-NORANDA,Quebec,143713.0711
2014,Rainbow Lake Cogeneration Power Plant (Units 4-5),RAINBOW LAKE,Alberta,180620.6118
2014,Ram River,ROCKY MOUNTAIN HOUSE,Alberta,366934.8692
2014,"TransCanada Pipeline, Manitoba",WINNIPEG,Manitoba,269230.571
2014,Redwater Cogeneration Plant,REDWATER,Alberta,196936.2241
2014,Refinery,SAINT JOHN,New Brunswick,2805495.058
2014,"Foothills Pipeline, Saskatchewan",RICHMOND,Saskatchewan,221008.5681
2014,Rimbey Gas Plant,RIMBEY,Alberta,352267.2542
2014,Sarnia Chemical Plant,SARNIA,Ontario,314250.3429
2014,Sarnia Cogen Plant,SARNIA,Ontario,424775.253
2014,Sarnia Fractionation Plant,SARNIA,Ontario,145376.0754
2014,Sarnia Manufacturing Centre,CORUNNA,Ontario,769832.4035
2014,Sarnia Refinery,SARNIA,Ontario,656749.1468
2014,Sarnia Refinery Plant,SARNIA,Ontario,1448527.843
2014,Sarnia Regional Cogeneration Facility,SARNIA,Ontario,1128930.897
2014,Alliance Pipeline Ltd. - SK Pipeline System,CALGARY,Saskatchewan,413944.3124
2014,SaskEnergy Incorporated,REGINA,Saskatchewan,231266.0665
2014,Yara Belle Plaine Inc.,BELLE PLAINE,Saskatchewan,645597.11
2014,Scotford Chemical Plant,"FORT SASKATCHEWAN,STRATHCONA COUNTY",Alberta,341345.7506
2014,Scotford Complex,FORT SASKATCHEWAN,Alberta,434557.2985
2014,Scotford Upgrader and Upgrader Cogeneration,FORT SASKATCHEWAN,Alberta,3418389.631
2014,Fibrek SENC,ST-FELICIEN,Quebec,107580.2172
2014,Shand Power Station,ESTEVAN,Saskatchewan,2079369.201
2014,Sheerness Generating Station,HANNA,Alberta,5217566.345
2014,Shell Burnt Timber Gas Plant,SUNDRE,Alberta,60242.5747
2014,Caroline Complex,CAROLINE,Alberta,478763.1673
2014,Jumping Pound Complex,CALGARY,Alberta,251399.8828
2014,Shell Scotford Refinery,FORT SASKATCHEWAN,Alberta,992477.4985
2014,"Koch Fertilizer Canada, ULC",BRANDON,Manitoba,667053.5275
2014,Site de TÃ©miscaming,TÃMISCAMING,Quebec,99118.79006
2014,Bowmanville Cement Plant,BOWMANVILLE,Ontario,1334400.961
2014,St. Marys Cement Plant,ST. MARYS,Ontario,469567.766
2014,Hamilton Works,HAMILTON,Ontario,381595.2718
2014,Lake Erie Works,HALDIMAND COUNTY,Ontario,3305172.44
2014,Strachan Gas Plant,ROCKY MOUNTAIN HOUSE,Alberta,248851.2514
2014,Strathcona Refinery,EDMONTON,Alberta,1574111.87
2014,Summit Road Landfill,WINNIPEG,Manitoba,117777.0
2014,Sundance Thermal Electric Power Generating Plant,DUFFIELD,Alberta,15085075.94
2014,CF Industries Courtright Nitrogen Complex,COURTRIGHT,Ontario,558776.0306
2014,Terra Nova,ST. JOHN'S,Newfoundland and Labrador,645061.6998
2014,AV Terrace Bay,TERRACE BAY,Ontario,140984.5298
2014,Thunder Bay Generating Station,THUNDER BAY,Ontario,93688.539
2014,"Teck Metals Ltd, Trail Operations",TRAIL,British Columbia,405301.5227
2014,TransGas Limited,REGINA,Saskatchewan,641000.3073
2014,Trenton Generating Station,TRENTON,Nova Scotia,1716576.924
2014,Tufts Cove Generating Station,DARTMOUTH,Nova Scotia,906412.1928
2014,Tunis Power Plant,TUNIS,Ontario,119238.31
2014,Usine Alma,ALMA,Quebec,834401.4839
2014,Usine Arvida,SAGUENAY,Quebec,763747.9633
2014,Usine de Beauharnois,MELOCHEVILLE,Quebec,10702.463
2014,Usine de Bouletage de Port-Cartier,PORT-CARTIER,Quebec,976636.0824
2014,Usine de Deschambault,DESCHAMBAULT,Quebec,467963.75
2014,Usine de fluorure,JONQUIERE,Quebec,6556.1371
2014,Usine de La Tuque,LA TUQUE,Quebec,218135.8359
2014,Usine de rÃ©duction - ArcelorMittal Contrecoeur,CONTRECOEUR,Quebec,770084.4419
2014,Usine Grande-Baie,LA BAIE,Quebec,554151.423
2014,Usine LaterriÃ¨re,LATERRICRE,Quebec,429118.362
2014,Usine Shawinigan,SHAWINIGAN,Quebec,9695.747
2014,W12A Landfill,LONDON,Ontario,131690.917
2014,Wapiti Gas Plant,GROVEDALE,Alberta,104757.3065
2014,Waterton Complex (Use),PINCHER CREEK,Alberta,346178.0257
2014,Windfall 8-17 GP,WHITECOURT,Alberta,8127.403642
2014,West Windsor Power,WINDSOR,Ontario,326053.9513
2014,Western Canada Operations,FORT SASKATCHEWAN,Alberta,1151711.482
2014,Dryden Mill,DRYDEN,Ontario,82501.16508
2014,Whitby Cogeneration,WHITBY,Ontario,219101.152
2014,BCGP00002917 (Wildboy Gas Plant),FORT NELSON,British Columbia,109727.5755
2014,Wildcat Hills Gas Plant,COCHRANE,Alberta,93161.41215
2014,Windsor Essex Cogeneration Plant,WINDSOR,Ontario,197790.5639
2014,Wolf Lake and Primrose Plant,,Alberta,2746744.285
2014,"Zama Gas Plant: 1, 2, 3",ZAMA CITY,Alberta,41423.16131
2014,Strathcona Works,SHERWOOD PARK,Alberta,95235.37727
2014,BEINFAIT MINE - CHAR PLANT,ESTEVAN,Saskatchewan,108176.896
2014,Bolney Thermal,LLOYDMINSTER,Saskatchewan,439846.2712
2014,Irving Paper,SAINT JOHN,New Brunswick,100318.1525
2014,Lake Superior Power,SAULT STE MARIE,Ontario,50000.93198
2014,Walker Environmental Group Inc. Landfill Sites,NIAGARA FALLS,Ontario,135016.0
2014,North Tangleflags Facility,,Saskatchewan,135264.4566
2014,Prince George Pulp and Paper and Intercontinental Pulp Mills,PRINCE GEORGE,British Columbia,155841.9401
2014,Ridge Landfill,BLENHEIM,Ontario,551544.0
2014,Sainte Sophie Landfill,SAINTE SOPHIE,Quebec,77962.11345
2014,FortisBC Energy Inc.,SURREY,British Columbia,104677.9214
2014,Trail Road Waste Facility,OTTAWA,Ontario,135805.3222
2014,Wabush Mines - Scully,WABUSH,Newfoundland and Labrador,14496.6032
2014,Walkerville,WINDSOR,Ontario,67944.95719
2014,West Edmonton Landfill,EDMONTON,Alberta,86285.57
2014,Weyburn Oil Battery,,Saskatchewan,70774.55093
2014,Sea Rose FPSO,ST JOHN'S,Newfoundland and Labrador,421277.7982
2014,AV Nackawic,NACKAWIC,New Brunswick,94215.81976
2014,Balzac Power Station,ROCKY VIEW COUNTY,Alberta,141693.63
2014,BÃ©cancour Power Plant,BÃCANCOUR,Quebec,107056.9179
2014,Eastview Landfill,GUELPH,Ontario,90182.37402
2014,Coal Valley Mine,EDSON,Alberta,178303.8603
2014,Corunna Hydrogen Facility,CORUNNA,Ontario,460604.8517
2014,Edmonton Hydrogen Facility,EDMONTON,Alberta,1257485.356
2014,Essex County Landfill No. 3,LAKESHORE,Ontario,176680.0
2014,Essex County Regional Landfill,ESSEX,Ontario,178546.3067
2014,Toronto Pearson International Airport,MISSISSAUGA,Ontario,61052.68334
2014,ArcelorMittal Contrecoeur Ouest,CONTRECOEUR,Quebec,103459.343
2014,OC Celfortec LPValleyfield,VALLEYFIELD,Quebec,142426.3976
2014,Olds Gas Plant,OLDS,Alberta,119493.8754
2014,Plant #31 Brampton,BRAMPTON,Ontario,64807.325
2014,Neucel Specialty Cellulose (SFO),PORT ALICE,British Columbia,90070.82805
2014,Prentiss Manufacturing Facility,PRENTISS,Alberta,35231.34937
2014,Britannia Sanitary Landfill Site,MISSISSAUGA,Ontario,217028.0
2014,Sierra Gas Plant,FORT NELSON,British Columbia,59440.48364
2014,FortisBC Energy Vancouver Island,SURREY,British Columbia,46181.56906
2014,Diavik Diamond Mines Inc - Lac de Gras,YELLOWKNIFE,Northwest Territories,178514.9936
2014,GenAlta Recycling Inc.,EDMONTON,Alberta,655.710007
2014,General Scrap - Winnipeg,WINNIPEG,Manitoba,1674.50999
2014,Goldboro Gas Plant,GOLDBORO,Nova Scotia,70427.16395
2014,Teck Highland Valley Copper Partnership,LOGAN LAKE,British Columbia,177065.3465
2014,Irving Pulp & Paper,SAINT JOHN,New Brunswick,95758.32976
2014,Lakehead Scrap Metal,THUNDER BAY,Ontario,1033.240015
2014,Line Creek Operations,SPARWOOD,British Columbia,177072.4035
2014,Long Lake Project,FORT MCMURRAY,Alberta,4383445.251
2014,Mazeppa Sour Gas Plant,HIGH RIVER,Alberta,83017.94203
2014,Navajo Metals,CALGARY,Alberta,2059.710022
2014,Thebaud Platform,OFFSHORE,Nova Scotia,173699.3881
2014,Tucker Thermal,BONNEVILLE,Alberta,610637.6569
2014,Varennes Plant,VARENNES,Quebec,61953.08856
2014,Sudbury Integrated Nickel Operations Smelter,FALCONBRIDGE,Ontario,116069.1952
2014,Dillon / Brule Mine,CHETWYND,British Columbia,38319.07156
2014,Wolverine Group- Perry Creek Mine,TUMBLER RIDGE,British Columbia,32707.0587
2014,Usine de triage Lachenaie,TERREBONNE,Quebec,328980.8801
2014,Cheviot Mine (Cardinal River Operations),HINTON,Alberta,117022.9811
2014,Duffin Creek WPCP,PICKERING,Ontario,55953.67221
2014,Pod One,FORT MCMURRAY,Alberta,233370.2566
2014,Greenfield Energy Centre,COURTRIGHT,Ontario,638872.3526
2014,Horizon Oil Sands Processing Plant and Mine,FORT MCMURRAY,Alberta,3712596.927
2014,Jackfish 1 SAGD Plant,CONKLIN,Alberta,700942.6268
2014,Kapuskasing Power Plant,KAPUSKASING,Ontario,119308.87
2014,Minnedosa Ethanol Plant,MINNEDOSA,Manitoba,77857.4815
2014,Orion Facilities,COLD LAKE,Alberta,190150.4854
2014,Portlands Energy Centre,TORONTO,Ontario,371340.2499
2014,Surmont SAGD Commercial Battery,ANZAC,Alberta,503966.9945
2014,Tiverton Plant,TIVERTON,Ontario,33903.80094
2014,ADM AGRI-INDUSTRIES - ADM Windsor,WINDSOR,Ontario,63971.59822
2014,Suffield Gas Storage Facility,MEDICINE HAT,Alberta,79079.91133
2014,Vanscoy Potash Operations,VANSCOY,Saskatchewan,76648.206
2014,AltaSteel,EDMONTON,Alberta,80061.77408
2014,Baymag Exshaw Operations,EXSHAW,Alberta,141231.1765
2014,Bunge Canada - Hamilton Plant,HAMILTON,Ontario,47790.74374
2014,Ingredion Canada Incorporated  - Port Colborne Plant,PORT COLBORNE,Ontario,73989.34063
2014,Canfor Taylor Pulp,TAYLOR,British Columbia,68459.7818
2014,CGC Hagersville Plant,HAGERSVILLE,Ontario,52053.28444
2014,Galloway Plant 14-14,,Alberta,57657.70204
2014,Stoddart 02-34 Sour Gas Plant,CHARLIE LAKE,British Columbia,89163.91531
2014,North Bay,NORTH BAY,Ontario,127569.88
2014,Hartland Landfill,VICTORIA,British Columbia,102016.4036
2014,Suffield Oil Battery 01-27,MEDICINE HAT,Alberta,52022.57157
2014,Vancouver Wallboard Plant,DELTA,British Columbia,20945.15831
2014,Langley Plant,LANGLEY,British Columbia,64407.71128
2014,Lethbridge Waste and Recycling Centre Disposal Site,LETHBRIDGE,Alberta,75288.79
2014,Landfill,SASKATOON,Saskatchewan,101383.7152
2014,Vancouver Landfill,DELTA,British Columbia,364893.2751
2014,Kilcona Landfill,WINNIPEG,Manitoba,68649.0
2014,Cimenterie Kilmar,GRENVILLE-SUR-LA-ROUGE,Quebec,180854.0372
2014,Berland Sweet Gas Plant,,Alberta,87943.38715
2014,Narraway Gas Plant,,Alberta,56065.12933
2014,Domtar Usine de Windsor,WINDSOR,Quebec,97168.1388
2014,East Windsor Cogeneration Centre,WINDSOR,Ontario,69834.876
2014,Resthaven Sweet Gas Plant 08-11,,Alberta,70403.17584
2014,Sexsmith Sour Gas Plant,,Alberta,64288.831
2014,Sierra Sour Gas Plant,,British Columbia,101679.3088
2014,Steeprock Sour Gas Plant,,British Columbia,91926.41095
2014,Pearl Street Steam Plant,TORONTO,Ontario,109316.8653
2014,Walton Street Steam Plant,TORONTO,Ontario,98526.74013
2014,Gold Bar Wastewater Treatment Plant,EDMONTON,Alberta,36912.09
2014,Essar Power Canada Ltd,SAULT STE. MARIE,Ontario,1465041.003
2014,Foster Creek SAGD Bitumen Battery (with Cogen),BONNYVILLE,Alberta,2535906.69
2014,Flakeboard Company Limited,SAULT STE MARIE,Ontario,34785.221
2014,Oakville Assembly Plant,OAKVILLE,Ontario,83656.19614
2014,Goreway Power Station,BRAMPTON,Ontario,406202.4779
2014,Metro Vancouver Waste-to-Energy Facility,BURNABY,British Columbia,108526.795
2014,Green Lane Landfill,ST. THOMAS,Ontario,178827.5297
2014,Johnstown Plant,PRESCOTT,Ontario,90311.55174
2014,Lloydminster Refinery,LLOYDMINSTER,Alberta,93120.90613
2014,Rainbow Lake Gas plant,RAINBOW LAKE,Alberta,58298.02678
2014,IGPC Ethanol Inc. - Aylmer Plant,AYLMER,Ontario,61575.18597
2014,INVISTA (Canada) Company,KINGSTON,Ontario,90336.50604
2014,Irving Tissue,TORONTO,Ontario,59601.71969
2014,Jungbunzlauer Canada Inc.,PORT COLBORNE,Ontario,71123.32193
2014,Gilby Gas Plant,RIMBEY,Alberta,68803.53014
2014,West Pembina GP,DRAYTON VALLEY,Alberta,70666.14982
2014,"Produits Kruger s.e.c., usine de Gatineau",GATINEAU,Quebec,55760.76
2014,"Lake Utopia Paper A Division of J.D. Irving, Limited",UTOPIA,New Brunswick,51143.41813
2014,Lantic Inc. - Raffinerie MontrÃ©al,MONTRÃAL,Quebec,79652.135
2014,Lantic Inc. Taber Beet Sugar Factory,TABER,Alberta,70823.72384
2014,"Lidya Ãnergie, s.e.c.",LACHUTE,Quebec,45.344
2014,Meadow Lake Mechanical Pulp,MEADOW LAKE,Saskatchewan,77352.98974
2014,MEG Christina Lake Regional Project,REGIONAL MUNICIPALITY OF WOOD BUFFALO,Alberta,836055.4203
2014,Whitecourt Pulp Divison,WHITECOURT,Alberta,63719.69983
2014,Sylvan Lake Gas Plant 14-32-037-03W5M,SYLVAN LAKE,Alberta,57129.90302
2014,Northern Pulp Nova Scotia Corporation,NEW GLASGOW,Nova Scotia,76524.60006
2014,Moore Site,MOORETOWN,Ontario,45772.36352
2014,Plant #34 Montreal,MONTREAL,Quebec,75355.79184
2014,Trend Mine (SFO),TUMBLER RIDGE,British Columbia,100234.1152
2014,Minnehik Buck Lake Gas Plant,BUCK LAKE,Alberta,72510.4184
2014,Peyto Oldman 11-17-055-21 W5M,EDSON,Alberta,123209.1733
2014,Potash Corp - Allan Division,ALLAN,Saskatchewan,124643.1693
2014,Produits Kruger s.e.c.,CRABTREE,Quebec,60039.168
2014,Empress NGL Extraction Plant,MEDICINE HAT,Alberta,76036.3742
2014,Toronto Refinery,TORONTO,Ontario,60008.91144
2014,RÃ©gie Intermunicipale Argenteuil Deux-Montagnes (RIADM),LACHUTE,Quebec,302805.2201
2014,Cambridge Landfill Site,CAMBRIDGE,Ontario,3992.845354
2014,Waterloo Landfill Site,WATERLOO,Ontario,56617.06217
2014,Mine Bachelor,DESMARAISVILLE,Quebec,1529.749005
2014,Mine Barry,DESMARAISVILLE,Quebec,313.159006
2014,Lieu d'enfouissement,COWANSVILLE,Quebec,87630.39511
2014,UniversitÃ© McGill - Campus Centre-Ville,MONTREAL,Quebec,30471.696
2014,UniversitÃ© McGill - Campus Macdonald,SAINTE-ANNE-DE-BELLEVUE,Quebec,4264.673
2014,SociÃ©tÃ© en commandite gaz metro,MONTRÃAL,Quebec,53282.43822
2014,Senlac Thermal Oil Battery,UNITY,Saskatchewan,74740.22219
2014,Gordondale East Gas Plant,SPIRIT RIVER,Alberta,58979.38988
2014,Highway Gas Plant,PEACE RIVER DISTRICT,British Columbia,55489.77104
2014,Jedney I Gas Plant,FORT ST. JOHN,British Columbia,50743.81013
2014,St. Clair Energy Center,CORUNNA,Ontario,264918.6114
2014,Simonette Gas Plant,SIMONETTE,Alberta,47691.76726
2014,Firebag,FT. MCMURRAY,Alberta,4900965.227
2014,Suncor Energy Inc. Oil Sands,FORT MCMURRAY,Alberta,8565666.858
2014,St. Clair Ethanol Plant,MOORETOWN,Ontario,158463.0829
2014,TLM Bigstone West Gas Plant,EDSON,Alberta,49642.79244
2014,TLM Wild River Gas Plant,EDSON,Alberta,68365.19288
2014,Terra Grain Fuels Inc,BELLE PLAINE,Saskatchewan,67104.72565
2014,Tolko High Level Lumber Division,HIGH LEVEL,Alberta,53720.65376
2014,Toyota Motor Manufacturing Canada (Cambridge),CAMBRIDGE,Ontario,69793.07507
2014,Natural Gas Transmission and Distribution,CHATHAM,Ontario,871595.0
2014,Heating Plant,EDMONTON,Alberta,207504.68
2014,University of Windsor,WINDSOR,Ontario,26245.89
2014,Aitken Creek Gas Storage ULC,FORT ST JOHN,British Columbia,52533.1786
2014,Thompson Operations,THOMPSON,Manitoba,78796.076
2014,Voisey's Bay Mine Site,HAPPY VALLEY-GOOSE BAY,Newfoundland and Labrador,84325.32395
2014,Station d'Ã©puration des eaux usÃ©es Jean-R.-Marcotte,MONTRÃAL,Quebec,69795.15653
2014,Cache Creek Landfill,CACHE CREEK,British Columbia,33883.73537
2014,Quesnel River Pulp,QUESNEL,British Columbia,53833.48877
2014,Ranger Board,BLUE RIDGE,Alberta,39402.4518
2014,Whitecourt Electric Power Generating Facility,WHITECOURT,Alberta,7038.610849
2014,CCR refinery,MONTRÃAL-EST,Quebec,58356.645
2014,Fonderie Horne,ROUYN-NORANDA,Quebec,105346.0414
2014,Global Contract Inc.,NORTH YORK,Ontario,2145.986648
2014,IncinÃ©rateur,QUÃBEC,Quebec,75044.04
2014,Site d'enfouissement Saint-Tite-des-Caps,SAINT-TITE-DES-CAPS,Quebec,21736.9602
2014,Snap Lake Mine,SNAP LAKE,Northwest Territories,108617.0
2014,Varennes Facility,VARENNES,Quebec,244956.7427
2014,ADM AGRI-INDUSTRIES - ADM Lloydminster,LLOYDMINSTER,Alberta,55523.60794
2014,Division Meadowbank,BAKER LAKE,Nunavut,179332.47
2014,Grande Prairie OSB Mill,GRANDE PRAIRIE,Alberta,12151.96946
2014,Beaver Regional Waste Landfill,RYLEY,Alberta,89348.16005
2014,PLANT 051 - Toronto,ETOBICOKE,Ontario,25374.19081
2014,Canaport LNG Limited Partnership Marine Terminal & Multi-Purpose Pier,SAINT JOHN,New Brunswick,17215.04646
2014,CEVPC 720 Beatty Street,VANCOUVER,British Columbia,87838.51869
2014,East Wastewater Treatment Plant,SAULT STE. MARIE,Ontario,2056.161089
2014,"Clean Harbors Canada, Inc",CORUNNA,Ontario,55839.932
2014,Algar,CALGARY,Alberta,272128.4774
2014,Descor Industries Inc.,MARKHAM,Ontario,902.213489
2014,Hythe Brainard Sour Gas Plant,,Alberta,71969.87913
2014,Crossfield Energy Centre,CROSSFIELD,Alberta,51135.04
2014,London District Energy,LONDON,Ontario,46258.69844
2014,Global Upholstery,DOWNSVIEW,Ontario,5311.240235
2014,Grande Cache Coal Corporation,MD OF GREENVIEW,Alberta,97527.16502
2014,Mount Polley Mine,LIKELY,British Columbia,45177.9644
2014,Ivaco Rolling Mills,L'ORIGNAL,Ontario,82231.94532
2014,Caribou Sour Gas Plant c-004-G,PINK MOUNTAIN,British Columbia,48318.62052
2014,La Corporation Newalta VSC,STE CATHERINE,Quebec,51661.2962
2014,MEG Christina Lake Cogeneration Facility,REGIONAL MUNICIPALITY OF WOOD BUFFALO,Alberta,1193141.538
2014,MOSAIC POTASH ESTERHAZY - K2 SITE,ESTERHAZY,Saskatchewan,93035.4713
2014,New Forest Paper Mills LP,SCARBOROUGH,Ontario,57043.00458
2014,Thorold Cogen Generating Station,THOROLD,Ontario,276527.375
2014,PotashCorp - Rocanville,ROCANVILLE,Saskatchewan,83296.61346
2014,Cliff Temporary Central Heating and Cooling Plant,OTTAWA,Ontario,42695.227
2014,HUMBERSTONE LANDFILL,WELLAND,Ontario,66332.0
2014,Roland Thibault Inc.,STE-CÃCILE-DE-MILTON,Quebec,61948.8
2014,Ermine Power Station,RURAL MUNICIPALITY OF OAKDALE,Saskatchewan,126183.1
2014,West End Water Pollution Control Plant,SAULT STE. MARIE,Ontario,847.551797
2014,West Doe Plant,PEACE RIVER REGIONAL DISTRICT,British Columbia,71836.61345
2014,Leismer SAGD Bitumen Battery,,Alberta,400555.7703
2014,Technocell inc,DRUMMONDVILLE,Quebec,15687.5539
2014,Skookumchuck Operation,SKOOKUMCHUCK,British Columbia,54180.43802
2014,Tenaris Algoma Tubes,SAULT STE. MARIE,Ontario,105651.6994
2014,Main Campus,LONDON,Ontario,46172.36076
2014,Halton Hills Generating Station,HALTON HILLS,Ontario,310937.5943
2014,St George Campus,TORONTO,Ontario,86810.20397
2014,Magog Landfill Bestan Inc.,MAGOG,Quebec,62249.59863
2014,Willow Creek Mine,CHETWYND,British Columbia,11207.65129
2014,Edson O.S.B.,EDSON,Alberta,15723.55822
2014,York University - Keele Campus,TORONTO,Ontario,52180.95
2014,Zellstoff Celgar Limited Partnership,CASTLEGAR,British Columbia,98273.02532
2014,Shell Albian Sands Jackpine Mine,FORT MCMURRAY,Alberta,1018067.086
2014,Quebec Silicon LP,BÃCANCOUR,Quebec,154848.3345
2014,POTASH CORP - LANIGAN DIVISION,LANIGAN,Saskatchewan,82528.723
2014,Montney Gas Processing and Production IF-a,FORT ST. JOHN,British Columbia,156852.1909
2014,Glacier Sour Gas Plant 05-02,,Alberta,79335.4888
2014,Emerald Energy from Waste Inc.,BRAMPTON,Ontario,78349.93094
2014,Brampton Brick,BRAMPTON,Ontario,50263.24
2014,Northern Prairie Thermal Electric Power Plant,SEXSMITH,Alberta,79356.47549
2014,Mine Canadian Malartic,MALARTIC,Quebec,150436.5568
2014,DAPP Power LP,WESTLOCK,Alberta,5054.889581
2014,Jackfish 2 SAGD Plant,CONKLIN,Alberta,608758.8857
2014,Horn River Comp Stn c-067-K,,British Columbia,76246.6008
2014,Hythe Comp Stn A-005-G,,British Columbia,59170.21799
2014,Fanshawe College of Applied Arts and Technology,LONDON,Ontario,3235.769941
2014,Gibraltar Mine (SFO),MCLEESE LAKE,British Columbia,103501.0297
2014,Kawartha Ethanol Inc.,HAVELOCK,Ontario,99643.41757
2014,Emballages Krupack Place Turcot,MONTRÃAL,Quebec,44436.25
2014,Methanex Medicine Hat Methanol Plant,MEDICINE HAT,Alberta,358365.5193
2014,Spy Hill Generating Station,RURAL MUNICIPALITY OF SPY HILL,Saskatchewan,67246.97238
2014,"Usine de Brompton, Sherbrooke",SHERBROOKE,Quebec,9719.346
2014,Peyto Nosehill 11-21-055-20 W5M,EDSON,Alberta,71913.47624
2014,ROXUL Inc.,MILTON,Ontario,89362.4215
2014,Usine Abitibi-O (La Sarre) et Bois-JointÃ©,LA SARRE,Quebec,1931.78
2014,Valley Power LP,DRAYTON VALLEY,Alberta,2777.144598
2014,Expert Manufacturing Inc.,CONCORD,Ontario,450.516985
2014,Global File Inc.,CONCORD,Ontario,2030.430964
2014,Shepard Landfill,CALGARY,Alberta,19329.52076
2014,Alliston,ALLISTON,Ontario,59594.98135
2014,Pikes Peak South Thermal 05-07-049-23W3,WASECA,Saskatchewan,245769.9408
2014,Tupper West 5-1 Gas Plant,SUNDOWN,British Columbia,87644.14276
2014,Musreau Gas Plant,GREENVIEW NO. 16,Alberta,87922.11073
2014,CORY,SASKATOON,Saskatchewan,59454.2574
2014,Patience Lake Division,SASKATOON,Saskatchewan,68529.03154
2014,PROFILE INDUSTRIES INC.,WESTON,Ontario,2083.887024
2014,Lieu d'enfouissement technique,SAINT-ÃTIENNE-DES-GRÃS,Quebec,121567.5194
2014,Lieu enfouissement technique de Champlain,CHAMPLAIN,Quebec,60165.21
2014,Yellowhead Power Station,NORTH BATTLEFORD,Saskatchewan,120918.6
2014,Mine du Lac Bloom,FERMONT,Quebec,79712.68617
2014,STP McKay Thermal Project,FORT MCMURRAY,Alberta,140728.5381
2014,City View Drive,TORONTO,Ontario,742.52169
2014,Farrell Creek B-88-I,FORT ST. JOHN,British Columbia,69958.46186
2014,Kaybob Gas Plant,FOX CREEK,Alberta,61228.55741
2014,Central Heating and Cooling Plant,CALGARY,Alberta,66090.05
2014,UNIVERSITY OF SASKATCHEWAN - SASKATOON,SASKATOON,Saskatchewan,54223.105
2014,York Energy Centre,NEWMARKET,Ontario,44123.46497
2014,DÃ©pÃ´t Rive-Nord,ST-THOMAS,Quebec,82336.11863
2014,MacKay River Commercial Project,FT MCMURRAY,Alberta,17439.40239
2014,Ramshorn Canada LFO,BRITISH COLUMBIA,British Columbia,30584.27371
2014,BRINTNELL 9-2-81-23w4,,Alberta,65773.53089
2014,Kirby South 13-21-73-7W4,LAC LA BICHE,Alberta,414754.1888
2014,"Cascades Papier Kingsey Falls, une division de Cascades Canada ULC",KINGSEY FALLS,Quebec,56632.9522
2014,Spyhill Landfill,CALGARY,Alberta,61077.083
